DATE_TIME,AWAY,HOME
2017-03-20 8:00:00,LAC,MIN
2017-03-20 8:00:00,DAL,NOP
2017-03-20 7:00:00,TOR,ORL
2017-03-20 10:00:00,DET,PHX
2017-03-20 10:30:00,HOU,POR
2017-03-20 9:00:00,ATL,UTA
2017-03-21 7:30:00,CHA,BKN
2017-03-21 8:00:00,DEN,CHI
2017-03-21 7:00:00,TOR,CLE
2017-03-21 7:30:00,NYK,MIA
2017-03-21 8:00:00,LAC,MIL
2017-03-21 7:00:00,MEM,PHI
2017-03-21 9:30:00,WAS,SAS
2017-03-22 7:00:00,MEM,CHA
2017-03-22 8:30:00,UTA,DAL
2017-03-22 8:00:00,DET,HOU
2017-03-22 8:00:00,LAL,NOP
2017-03-22 7:00:00,PHI,ORL
2017-03-22 10:00:00,ATL,SAC
2017-03-23 8:00:00,MIL,CHI
2017-03-23 7:30:00,PHX,CLE
2017-03-23 10:30:00,ATL,GSW
2017-03-23 7:00:00,LAC,IND
2017-03-23 7:30:00,MIN,NYK
2017-03-23 8:00:00,MIA,OKC
2017-03-23 10:00:00,BOS,POR
2017-03-23 8:30:00,UTA,SAS
2017-03-23 7:30:00,BKN,TOR
2017-03-23 7:00:00,DEN,WAS
2017-03-24 8:30:00,CHA,DAL
2017-03-24 7:00:00,CHI,DET
2017-03-24 8:00:00,NOP,HOU
2017-03-24 8:00:00,LAL,MEM
2017-03-24 7:00:00,PHX,ORL
2017-03-24 6:00:00,MIN,PHI
2017-03-25 1:00:00,CLE,BKN
2017-03-25 8:30:00,UTA,GSW
2017-03-25 8:00:00,ATL,HOU
2017-03-25 5:00:00,MIA,IND
2017-03-25 3:30:00,SAS,MIL
2017-03-25 7:00:00,POR,OKC
2017-03-25 6:00:00,BOS,SAC
2017-03-25 6:00:00,LAC,TOR
2017-03-25 6:00:00,NYK,WAS
2017-03-26 7:00:00,NYK,CHA
2017-03-26 7:00:00,LAL,DET
2017-03-26 8:00:00,MEM,MIN
2017-03-26 7:00:00,DEN,PHI
2017-03-26 10:00:00,BOS,PHX
2017-03-27 10:30:00,IND,GSW
2017-03-27 8:00:00,CHI,HOU
2017-03-27 10:30:00,MIL,LAC
2017-03-27 8:00:00,CLE,MIA
2017-03-27 8:00:00,POR,NOP
2017-03-27 10:00:00,DAL,SAC
2017-03-27 7:30:00,DEN,TOR
2017-03-27 7:00:00,SAS,WAS
2017-03-28 7:00:00,CLE,CHA
2017-03-28 10:30:00,DAL,LAL
2017-03-28 8:00:00,POR,MEM
2017-03-28 8:00:00,ATL,MIN
2017-03-28 7:00:00,BKN,ORL
2017-03-28 7:00:00,NYK,PHI
2017-03-28 10:00:00,LAC,PHX
2017-03-28 9:30:00,BOS,UTA
2017-03-29 7:00:00,WAS,DET
2017-03-29 10:30:00,MIL,GSW
2017-03-29 7:30:00,CHI,MIA
2017-03-29 10:00:00,IND,SAC
2017-03-29 8:00:00,OKC,SAS
2017-03-30 7:30:00,PHI,ATL
2017-03-30 8:00:00,NOP,CLE
2017-03-30 8:30:00,MIN,DAL
2017-03-30 8:00:00,PHX,HOU
2017-03-30 10:30:00,MIL,LAL
2017-03-30 8:00:00,DEN,OKC
2017-03-30 7:00:00,CHI,ORL
2017-03-30 10:30:00,LAC,POR
2017-03-30 9:00:00,MEM,UTA
2017-03-31 7:30:00,TOR,BOS
2017-03-31 8:00:00,BKN,MIA
2017-03-31 5:00:00,DET,NYK
2017-03-31 10:00:00,GSW,SAC
2017-03-31 3:00:00,CHA,WAS
2017-04-01 6:00:00,ORL,ATL
2017-04-01 6:00:00,DET,BKN
2017-04-01 3:30:00,WAS,CHI
2017-04-01 1:00:00,PHI,CHA
2017-04-01 6:00:00,DAL,CLE
2017-04-01 8:00:00,MIL,DEN
2017-04-01 8:30:00,PHX,GSW
2017-04-01 3:30:00,IND,LAC
2017-04-01 9:30:00,SAC,LAL
2017-04-01 7:00:00,UTA,MIN
2017-04-01 6:00:00,OKC,NOP
2017-04-01 9:00:00,MEM,POR
2017-04-01 3:30:00,HOU,SAS
2017-04-03 8:00:00,CHA,CHI
2017-04-03 7:00:00,TOR,CLE
2017-04-03 8:30:00,POR,DAL
2017-04-03 9:00:00,IND,DEN
2017-04-03 8:00:00,WAS,HOU
2017-04-03 10:30:00,SAS,LAC
2017-04-03 7:30:00,ATL,MIA
2017-04-03 8:00:00,BOS,MIL
2017-04-03 7:30:00,ORL,NYK
2017-04-03 8:00:00,GSW,OKC
2017-04-03 7:00:00,BKN,PHI
2017-04-03 10:00:00,SAC,PHX
2017-04-03 9:00:00,LAL,UTA
2017-04-04 7:30:00,MIA,ATL
2017-04-04 7:00:00,PHI,DET
2017-04-04 10:30:00,SAS,LAL
2017-04-04 9:30:00,MEM,NOP
2017-04-04 7:00:00,DAL,ORL
2017-04-04 7:00:00,BOS,TOR
2017-04-05 8:00:00,WAS,CLE
2017-04-05 10:30:00,MIN,DEN
2017-04-05 8:00:00,POR,HOU
2017-04-05 7:00:00,GSW,IND
2017-04-05 8:00:00,BKN,MIL
2017-04-05 9:00:00,LAC,UTA
2017-04-06 7:30:00,CHI,BOS
2017-04-06 7:00:00,DAL,DET
2017-04-06 10:30:00,MIN,LAL
2017-04-06 8:00:00,SAC,MEM
2017-04-06 7:30:00,MIA,NYK
2017-04-06 7:00:00,CHA,ORL
2017-04-06 7:00:00,CLE,PHI
2017-04-06 10:00:00,NOP,PHX
2017-04-06 7:30:00,IND,TOR
2017-04-06 7:00:00,ATL,WAS
2017-04-07 8:00:00,BKN,CHI
2017-04-07 8:30:00,NOP,GSW
2017-04-07 8:30:00,OKC,HOU
2017-04-07 3:30:00,DEN,LAC
2017-04-07 7:30:00,MIL,NYK
2017-04-07 9:00:00,POR,SAS
2017-04-08 7:30:00,ATL,BOS
2017-04-08 1:00:00,IND,CHA
2017-04-08 6:00:00,UTA,LAL
2017-04-08 3:30:00,DET,MEM
2017-04-08 1:00:00,DAL,PHI
2017-04-08 9:00:00,GSW,PHX
2017-04-08 6:00:00,ORL,TOR
2017-04-09 7:30:00,CHI,BKN
2017-04-09 9:00:00,POR,DEN
2017-04-09 7:00:00,TOR,DET
2017-04-09 10:30:00,NOP,LAC
2017-04-09 7:30:00,OKC,MIA
2017-04-09 8:00:00,ORL,MIL
2017-04-09 8:00:00,MEM,MIN
2017-04-09 7:30:00,CLE,NYK
2017-04-09 8:30:00,SAC,SAS
2017-04-10 7:30:00,PHI,ATL
2017-04-10 8:30:00,PHX,DAL
2017-04-10 7:00:00,CHA,IND
2017-04-10 10:30:00,HOU,LAL
2017-04-10 9:00:00,GSW,UTA
2017-04-10 8:00:00,BOS,WAS
2017-04-11 8:00:00,BKN,BOS
2017-04-11 8:00:00,DET,CHI
2017-04-11 8:00:00,NYK,CLE
2017-04-11 10:30:00,LAL,LAC
2017-04-11 8:00:00,TOR,MIA
2017-04-11 8:00:00,DEN,MIN
2017-04-11 8:00:00,SAS,NOP
2017-04-11 8:00:00,MEM,OKC
2017-04-11 8:00:00,WAS,ORL
2017-04-11 8:00:00,MIL,PHI
2017-04-11 10:30:00,UTA,POR
2017-04-11 10:30:00,HOU,SAC
